select name, country, age FROM singer ORDER BY age	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/concert_singer/concert_singer.sqlite	SELECT name ,  country ,  age FROM singer ORDER BY age DESC

select course_description FROM courses WHERE course_name = "Math"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT course_description FROM Courses WHERE course_name  =  'math'

select department_name, department_id FROM DEGREE_PROGRAMS GROUP BY department_name ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T2.department_name ,  T1.department_id FROM Degree_Programs AS T1 JOIN Departments AS T2 ON T1.department_id  =  T2.department_id GROUP BY T1.department_id ORDER BY count(*) DESC LIMIT 1

select department_name, department_id FROM DEGREE_PROGRAMS GROUP BY department_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	select t2.department_name ,  t1.department_id from degree_programs as t1 join departments as t2 on t1.department_id  =  t2.department_id group by t1.department_id order by count(*) desc limit 1

select count(DISTINCT department_id) FROM Degee_Programs	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT count(DISTINCT department_id) FROM Degree_Programs

select count(DISTINCT department_id) FROM Degee_Programs	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT count(DISTINCT department_id) FROM Degree_Programs

select count(DISTINCT degree_summary_name) FROM Degee_Programs	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs

select count(DISTINCT degree_program_id) FROM Degee_Programs	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs

select sum(degree_summary_name) FROM DEGREE_PROGRAMS WHERE department_name = "engineering"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT count(*) FROM Departments AS T1 JOIN Degree_Programs AS T2 ON T1.department_id  =  T2.department_id WHERE T1.department_name  =  'engineer'

select sum(degree_summary_name) FROM DEPARTMENTS WHERE department_name = "engineering"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT count(*) FROM Departments AS T1 JOIN Degree_Programs AS T2 ON T1.department_id  =  T2.department_id WHERE T1.department_name  =  'engineer'

select T1.course_name, T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_id HAVING count(*) = 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2

select T1.course_name, T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_id HAVING count(*)  2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2

select semester_name, student_id FROM Student_Enrolment GROUP BY semester_name ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1

select T1.first_name, T1.middle_name, T1.last_name, T1.student_enrolment_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_enrolment_id HAVING count(*) = 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2

select T1.first_name, T1.middle_name, T1.last_name FROM students AS T1 JOIN student_enrolment AS T2 ON T1.student_id = T2.student_id WHERE T2.degree_program_id = 'Bachelor'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'

select T1.first_name, T1.middle_name, T1.last_name FROM students AS T1 JOIN student_enrolment AS T2 ON T1.student_id = T2.student_id WHERE T2.degree_program_id = "Bachelors"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'

select T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1

select T1.course_id, T1.degree_summary_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1

select T1.degree_program_id, T2.degree_summary_name FROM Student_Enrolment AS T1 JOIN Course_Programs AS T2 ON T1.degree_program_id = T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1

select T1.student_id, T1.first_name, T1.last_name, T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1

select T1.first_name, T1.middle_name, T1.last_name, T1.student_id, count(*) FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1

select semester_name FROM semesters WHERE semester_id NOT IN ( semester_id FROM student_enrolment)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment )

select semester_name FROM semesters WHERE semester_id NOT IN ( semester_id FROM student_enrolment)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment )

select last_name FROM students WHERE current_address_id NOT IN ( student_id FROM student_enrolment)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id

select last_name FROM students WHERE current_address_id NOT IN ( student_id FROM student_enrolment)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id

select cell_mobile_number FROM Students WHERE first_name = "Timmothy" AND last_name = "Ward"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward'

select first_name, middle_name, last_name FROM Students WHERE semester_id = ( semester_id FROM School) ORDER BY semester_id LIMIT 1)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1

select first_name FROM Students WHERE permanent_address_id!= ( permanent_address_id FROM Students GROUP BY permanent_address_id ORDER BY count(*) DESC LIMIT 1)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT first_name FROM Students WHERE current_address_id != permanent_address_id

select first_name FROM students WHERE permanent_address_id!= ( permanent_address_id FROM students WHERE current_address_id!= 'current_address_id' )	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT first_name FROM Students WHERE current_address_id != permanent_address_id

select address_id, line_1 FROM addresses GROUP BY address_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1

select address_id, line_1, line_2 FROM addresses GROUP BY address_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1

select avg(transcript_date) FROM TRANSPRESSORS	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT avg(transcript_date) FROM Transcripts

select avg(transcript_date), other_details FROM TRANScripts	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1

select last_transcript_date FROM TRANScripts ORDER BY last_transcript_date DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1

select max(transcript_date) FROM TRANSPRESSORS	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1

select T1.course_id, count(*) FROM Courses AS T1 JOIN Student_Enrolment AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1

select T1.course_name, T1.student_enrolment_id FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1

select semester_name FROM semesters WHERE semester_name = 'MA' INTERSECT semester_name FROM semesters WHERE semester_name = 'Bachelor'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor'

select semester_id FROM student_enrolment WHERE student_id IN ( student_id FROM student_enrolment WHERE degree_program_id = 'MA' INTERSECT semester_id FROM student_enrolment WHERE student_id IN ( student_id FROM student_enrolment WHERE degree_program_id = 'Bachelors')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor'

select DISTINCT address_id FROM Students	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT count(DISTINCT current_address_id) FROM Students

select other_student_details FROM Students ORDER BY first_name DESC	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	SELECT other_student_details FROM Students ORDER BY other_student_details DESC

select first_name FROM students WHERE permanent_address_id IN ( permanent_address_id FROM students WHERE cell_mobile_number = "09700166582" ) OR cell_mobile_number = "09700166582"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582'

select first_name FROM students WHERE permanent_address_id IN ( permanent_address_id FROM students WHERE cell_mobile_number = "09700166582" ) OR cell_mobile_number = "09700166582"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/student_transcripts_tracking/student_transcripts_tracking.sqlite	select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582'

select directed_by FROM Cartoon WHERE directed_by = "Ben Jones"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT Title FROM Cartoon WHERE Directed_by = "Ben Jones";

select title, directed_by FROM Cartoon ORDER BY air_date	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date

select count(*) FROM TV_channel WHERE Language = "english"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT count(*) FROM TV_Channel WHERE LANGUAGE = "English";

select count(*) FROM TV_channel WHERE Language = "english"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT count(*) FROM TV_Channel WHERE LANGUAGE = "English";

select T1.series_name FROM TV_channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.channel WHERE T2.title = "The Rise of the Blue Beetle"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = "The Rise of the Blue Beetle!";

select T1.title FROM Cartoon AS T1 JOIN TV_channel AS T2 ON T1.id = T2.channel WHERE T2.series_name = "Sky Radio"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = "Sky Radio";

select T1.series_name FROM TV_channel AS T1 JOIN film AS T2 ON T1.id = T2.channel WHERE T2.episode = "A Love of a Lifetime"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = "A Love of a Lifetime";

select Episode FROM TV_series WHERE Channel = "Sky Radio"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = "Sky Radio";

select Episode FROM TV_series WHERE Series_name = "Sky Radio"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = "Sky Radio";

select T1.Package_Option, T1.series_name FROM TV_channel AS T1 JOIN Movie AS T2 ON T1.id = T2.channel WHERE T2.hight_definition_TV = 'HD'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  "yes"

select T1.Package_Option, T1.series_name FROM TV_channel AS T1 JOIN Movie AS T2 ON T1.id = T2.channel WHERE T1.hight_definition_TV = 'HD'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  "yes"

select country FROM TV_channel EXCEPT country FROM channel WHERE channel IN ( id FROM Cartoon WHERE written_by = "Todd Casey")	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'

select country FROM TV_channel EXCEPT country FROM channel WHERE channel = 'Tony Award'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'

select T1.series_name, T1.country FROM TV_channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by = "Ben Jones" INTERSECT T1.series_name, T1.country FROM TV_channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by = "Michael Chang"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'

select T1.series_name, T1.country FROM TV_channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by = "Ben Jones" INTERSECT T1.series_name, T1.country FROM TV_channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by = "Michael Chang"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'

select pixel_aspect_ratio_PAR, country FROM TV_channel WHERE language!= 'english'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'

select pixel_aspect_ratio_PAR, country FROM TV_channel WHERE language!= 'english'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'

select tv_channel FROM TV_channel WHERE country = ( country FROM TV_channel GROUP BY country HAVING count(*) > 2 )	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2

select id FROM TV_channel GROUP BY id HAVING count(*) > 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2

select channel FROM channel EXCEPT channel FROM cartoon WHERE directed_by = 'Ben Jones'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'

select channel FROM channel EXCEPT channel FROM cartoon WHERE directed_by = 'Ben Jones'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'

select DISTINCT T1.Package_Option FROM TV_channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by = "Ben Jones"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones')

select DISTINCT T1.Package_Option FROM TV_channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by!= "Ben Jones"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/tvshow/tvshow.sqlite	SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones')

select Money_Rank FROM player ORDER BY Earnings DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/poker_player/poker_player.sqlite	SELECT Money_Rank FROM poker_player ORDER BY Earnings DESC LIMIT 1

select max(Final_Table_Made) FROM poker_player WHERE Earnings  200000	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/poker_player/poker_player.sqlite	SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000

select max(Final_Table_Made) FROM poker_player WHERE Earnings  200000	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/poker_player/poker_player.sqlite	SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000

select Money_Rank FROM people ORDER BY Height DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/poker_player/poker_player.sqlite	SELECT T2.Money_Rank FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Height DESC LIMIT 1

select Money_Rank FROM poker_player ORDER BY Height DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/poker_player/poker_player.sqlite	SELECT T2.Money_Rank FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Height DESC LIMIT 1

select Name FROM people WHERE People_ID NOT IN ( People_ID FROM poker_player)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/poker_player/poker_player.sqlite	SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player)

select Name FROM people WHERE People_ID NOT IN ( People_ID FROM poker_player)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/poker_player/poker_player.sqlite	SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player)

select count(*) FROM state	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/voter_1/voter_1.sqlite	SELECT count(*) FROM area_code_state

select max(area_code), min(area_code) FROMAREA_CODE_STATE	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/voter_1/voter_1.sqlite	SELECT max(area_code) ,  min(area_code) FROM area_code_state

select count(*) FROM participants WHERE contestant_number NOT IN ( contestant_number FROM votes)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/voter_1/voter_1.sqlite	SELECT count(*) FROM contestants WHERE contestant_number NOT IN ( SELECT contestant_number FROM votes )

select T1.area_code FROM AS T1 JOIN votes AS T2 ON T1.area_code = T2.area_code GROUP BY T1.area_code ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/voter_1/voter_1.sqlite	SELECT T1.area_code FROM area_code_state AS T1 JOIN votes AS T2 ON T1.state  =  T2.state GROUP BY T1.area_code ORDER BY count(*) DESC LIMIT 1

